Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL3609370,,0,458.97,1,5.63,13,CCN1c2ccc(F)cc2N=C(N[C@H]2CCN(C(=O)OC(C)(C)C)C2)c2cc(Cl)ccc21,IC50,'=',190,nM,6.72,,,UO_0000065,14.64,0.29,1.09,11.76,0,CHEMBL3610932,Inhibition of wild type dephosphorylated form of PAK1 (249 to 545) (unknown origin) expressed in Escherichia coli using 5-Fluo-Ahx-AKRRRLSSLRA-COOH as substrate preincubated for 60 mins followed by substrate addition measured after 60 mins by Caliper assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3608218,1,Scientific Literature,ACS Med. Chem. Lett.,2015,None,
CHEMBL3609326,,0,513.4,2,5.08,FRAX486,CCn1c(=O)c(-c2ccc(Cl)cc2Cl)cc2cnc(Nc3ccc(N4CCNCC4)c(F)c3)nc21,IC50,'=',8.3,nM,8.08,,,UO_0000065,15.74,0.32,3,10.76,0,CHEMBL3611430,Inhibition of full length PAK1 (unknown origin) by Z'-LYTE assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3608218,1,Scientific Literature,ACS Med. Chem. Lett.,2015,None,
CHEMBL3128042,,0,406.49,0,2.5,I-2,COCCNc1nc2ccc(C#CC3(O)CCCCC3)cc2n1-c1ccnc(N)n1,IC50,'=',2000,nM,5.7,,,UO_0000065,14.02,0.26,3.2,5.13,0,CHEMBL3379049,Inhibition of human recombinant PAK1 kinase domain assessed as phosphorylation of FRET peptide substrate at Ser/Thr20 by Zylite assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3352201,1,Scientific Literature,ACS Med. Chem. Lett.,2015,None,
CHEMBL3128055,,0,337.39,0,1.35,I-5,CCNc1nc2ccc(C#CC(C)(C)O)cc2n1-c1ncnc(N)n1,IC50,'=',9600,nM,5.02,,,UO_0000065,14.87,0.27,3.67,4.37,0,CHEMBL3379049,Inhibition of human recombinant PAK1 kinase domain assessed as phosphorylation of FRET peptide substrate at Ser/Thr20 by Zylite assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3352201,1,Scientific Literature,ACS Med. Chem. Lett.,2015,None,
CHEMBL165,RESVERATROL,3,228.25,0,2.97,R3,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,IC50,'=',15000,nM,4.82,,,UO_0000065,21.13,0.39,1.85,7.95,0,CHEMBL4271276,Inhibition of recombinant human PAK1 by ADP-Glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4270502,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL140,,0,368.39,0,3.37,Curcumin,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,IC50,'=',16000,nM,4.8,,,UO_0000065,13.02,0.24,1.43,5.15,0,CHEMBL4271276,Inhibition of recombinant human PAK1 by ADP-Glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4270502,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL472940,,0,350.46,1,6.2,IPA-3,Oc1ccc2ccccc2c1SSc1c(O)ccc2ccccc12,IC50,'=',1000,nM,6,,,UO_0000065,17.12,0.34,-0.2,14.83,0,CHEMBL4271284,Inhibition of PAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4270502,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL4277903,,0,307.32,0,4.78,1A-116,Cc1cc(C)cc(NC(=N)Nc2ccccc2C(F)(F)F)c1,IC50,'=',4000,nM,5.4,,,UO_0000065,17.56,0.34,0.62,11.27,0,CHEMBL4271299,Inhibition of PAK1 in human MCF7 cells transfected with constitutively active NH2-terminally truncated C1199 Tiam1 construct,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF7,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4270502,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL3962678,,0,514.63,1,3.08,10,Cc1ccc(CO)cc1N(C)c1nc(Nc2ccc(N3CCN(C)CC3)c(S(C)(=O)=O)c2)ncc1F,IC50,'=',8.7,nM,8.06,,,UO_0000065,15.66,0.31,4.98,7.91,0,CHEMBL3865529,Inhibition of PAK1 (unknown origin) by ATP-kinaseGlo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864184,1,Scientific Literature,ACS Med Chem Lett,2016,None,
CHEMBL4779069,,0,336.4,0,2.38,5b,Cc1ccccc1C(=O)N1CCC(Nc2ncnc3[nH]ncc23)CC1,IC50,'=',33210,nM,4.48,,,UO_0000065,13.31,0.24,2.1,5.16,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL4793834,,0,340.36,0,2.21,5d,O=C(c1ccc(F)cc1)N1CCC(Nc2ncnc3[nH]ncc23)CC1,IC50,'=',7820,nM,5.11,,,UO_0000065,15,0.28,2.9,5.88,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL4796946,,0,365.44,0,3.08,6b,Cc1cccc(C)c1NC(=O)N1CCC(Nc2ncnc3[nH]ncc23)CC1,IC50,'=',6270,nM,5.2,,,UO_0000065,14.24,0.26,2.12,5.26,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL4782248,,0,373.37,0,2.74,6h,O=C(Nc1ccc(F)cc1F)N1CCC(Nc2ncnc3[nH]ncc23)CC1,IC50,'=',5170,nM,5.29,,,UO_0000065,14.16,0.27,2.55,5.35,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL4782367,,0,387.9,0,3.28,6q,S=C(Nc1cccc(Cl)c1)N1CCC(Nc2ncnc3[nH]ncc23)CC1,IC50,'=',7890,nM,5.1,,,UO_0000065,13.16,0.27,1.82,6.24,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL4800174,,0,336.4,0,2.06,7b,Cc1ccccc1C(=O)NC1CCN(c2ncnc3[nH]ncc23)CC1,IC50,'=',6260,nM,5.2,,,UO_0000065,15.47,0.28,3.14,5.99,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL4776846,,0,352.4,0,1.76,7d,COc1ccc(C(=O)NC2CCN(c3ncnc4[nH]ncc34)CC2)cc1,IC50,'=',8820,nM,5.05,,,UO_0000065,14.34,0.27,3.29,5.26,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL4786269,,0,401.27,0,2.51,7f,O=C(NC1CCN(c2ncnc3[nH]ncc23)CC1)c1ccc(Br)cc1,IC50,'=',16400,nM,4.79,,,UO_0000065,11.93,0.26,2.28,5.51,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL4791690,,0,356.82,0,2.41,7i,O=C(NC1CCN(c2ncnc3[nH]ncc23)CC1)c1ccccc1Cl,IC50,'=',5240,nM,5.28,,,UO_0000065,14.8,0.29,2.87,6.08,0,CHEMBL4768659,Inhibition of PAK1 (unknown origin) using lipid substrate measured after 40 mins by ADP-glo kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4765282,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr
CHEMBL4755754,,0,475.98,0,4.17,30o,Cc1cccn(-c2ccc(-c3ccc4c(C(=O)NC5CCN(C)CC5)n[nH]c4c3)c(Cl)c2)c1=O,IC50,'=',143,nM,6.84,,,UO_0000065,14.38,0.27,2.67,8.24,0,CHEMBL4709468,Inhibition of full length recombinant human N-terminal GST/His6-tagged PAK1 expressed in sf9 insect cells using tetra LRRWSLG as substrate preincubated for 20 min followed by [gamma33P]ATP addition and measured after 120 mins by Hotspot assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4706541,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 2.333 hr
CHEMBL3580975,,0,394.87,0,3.99,30,CN(Cc1ccc2[nH]cnc2c1Cl)c1nccc(Nc2cc(C3CC3)[nH]n2)n1,IC50,'=',110,nM,6.96,,,UO_0000065,17.62,0.34,2.97,7.07,0,CHEMBL3584418,Inhibition of PAK1 in human EBC1 cells assessed as inhibition of MEK phosphorylation at S298 after 2 hrs by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,EBC1,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3580661,1,Scientific Literature,J. Med. Chem.,2015,None,
CHEMBL4742230,,0,392.85,0,3.7,30a,CNC(=O)c1n[nH]c2cc(-c3ccc(-n4cccc(C)c4=O)cc3Cl)ccc12,IC50,'=',16,nM,7.8,,,UO_0000065,19.84,0.38,4.1,9.77,0,CHEMBL4709468,Inhibition of full length recombinant human N-terminal GST/His6-tagged PAK1 expressed in sf9 insect cells using tetra LRRWSLG as substrate preincubated for 20 min followed by [gamma33P]ATP addition and measured after 120 mins by Hotspot assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4706541,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 2.333 hr
CHEMBL3596904,,0,389.43,0,3.72,7,O=C(c1ccccc1F)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,IC50,'=',120,nM,6.92,,,UO_0000065,17.77,0.33,3.2,9.15,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL3609327,,0,558.11,2,5.75,FRAX597,CCn1c(=O)c(-c2ccc(-c3cncs3)cc2Cl)cc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,IC50,'=',7.7,nM,8.11,,,UO_0000065,14.54,0.28,2.36,10.25,0,CHEMBL3611426,Inhibition of recombinant human PAK1 by Z'-LYTE assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3608218,1,Scientific Literature,ACS Med. Chem. Lett.,2015,None,
CHEMBL3609329,,0,358.85,0,3.89,5,CN1CCN(C2=Nc3cc(F)ccc3N(C)c3ccc(Cl)cc32)CC1,IC50,'=',9000,nM,5.05,,,UO_0000065,14.06,0.28,1.16,22.85,0,CHEMBL3610933,Inhibition of wild type phosphorylated form of PAK1 (249 to 545) (unknown origin) expressed in Escherichia coli using 5-Fluo-Ahx-AKRRRLSSLRA-COOH as substrate preincubated for 60 mins followed by substrate addition measured after 60 mins by Caliper assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3608218,1,Scientific Literature,ACS Med. Chem. Lett.,2015,None,
CHEMBL2386717,,0,422.47,0,3.22,II-56,CC(CO)N(Cc1cc(F)cc2[nH]ncc12)c1nccc(Nc2cc(C3CC3)[nH]n2)n1,IC50,'=',70.8,nM,7.15,,,UO_0000065,16.92,0.31,3.93,6.03,0,CHEMBL2388905,Inhibition of PAK1-mediated MEK1 phosphorylation at Ser298 in human EBC1 cells after 2 hrs by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,EBC1,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2384931,1,Scientific Literature,ACS Med. Chem. Lett.,2013,None,
CHEMBL2386718,,0,396.41,0,4.12,I-62,C[C@H](Nc1nccc(Nc2cc(C3CC3(F)F)[nH]n2)n1)c1ccc2[nH]cnc2c1,IC50,'=',244,nM,6.61,,,UO_0000065,16.68,0.31,2.49,6.17,0,CHEMBL2388905,Inhibition of PAK1-mediated MEK1 phosphorylation at Ser298 in human EBC1 cells after 2 hrs by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,EBC1,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2384931,1,Scientific Literature,ACS Med. Chem. Lett.,2013,None,
CHEMBL408244,,0,290.78,0,3.86,"Table S1, R5C1",CC(Sc1ncnc2[nH]cnc12)c1ccccc1Cl,IC50,'=',23000,nM,4.64,,,UO_0000065,15.95,0.33,0.78,8.52,0,CHEMBL935260,Inhibition of PAK1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141629,1,Scientific Literature,J. Med. Chem.,2008,None,
CHEMBL2403065,,0,436.92,0,4.5,11,CN1CCN(c2ccc(Nc3ncc(Cl)c(-c4cccc(CC#N)c4)n3)cc2F)CC1,IC50,'=',548,nM,6.26,,,UO_0000065,14.33,0.28,1.76,9.2,0,CHEMBL2404585,Inhibition of human recombinant PAK1 using MBP as substrate by scintillation counting analysis in presence of [gamma-32P]ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2401639,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,None,
CHEMBL2403057,,0,483.4,1,5.02,3,COc1cc(Nc2ncc(Cl)c(-c3cc(Cl)cc(CC#N)c3)n2)ccc1N1CCN(C)CC1,IC50,'=',103,nM,6.99,,,UO_0000065,14.45,0.29,1.97,9.04,0,CHEMBL2404585,Inhibition of human recombinant PAK1 using MBP as substrate by scintillation counting analysis in presence of [gamma-32P]ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2401639,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,None,
CHEMBL3597013,,0,507.06,2,5.2,FRAX597,CCn1c(Nc2ccc(N3CCN(C)CC3)cc2)ncc(-c2ccc(-c3cncs3)cc2Cl)c1=O,IC50,'=',2.8,nM,8.55,,,UO_0000065,16.87,0.33,3.35,12.9,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL3596930,,0,410.86,0,3.39,33,COc1nn(C)cc1-c1cnc2[nH]cc(C(=O)c3cc(CCO)ccc3Cl)c2c1,IC50,'=',5.8,nM,8.24,,,UO_0000065,20.05,0.39,4.85,8.85,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL3596918,,0,483.98,0,3.64,21,CS(=O)(=O)c1ccc(C(=O)c2c[nH]c3ncc(-c4cnn(C5CCNCC5)c4)cc23)c(Cl)c1,IC50,'=',440,nM,6.36,,,UO_0000065,13.13,0.26,2.72,5.79,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL3596902,,0,371.44,0,3.58,5,O=C(c1ccccc1)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,IC50,'=',400,nM,6.4,,,UO_0000065,17.22,0.31,2.82,8.46,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL3942173,,0,542.68,1,3.86,15,CCN(c1cc(CO)ccc1C)c1nc(Nc2ccc(N3CCN(C)CC3)c(S(=O)(=O)CC)c2)ncc1F,IC50,'=',2,nM,8.7,,,UO_0000065,16.03,0.31,4.84,8.54,0,CHEMBL3865529,Inhibition of PAK1 (unknown origin) by ATP-kinaseGlo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864184,1,Scientific Literature,ACS Med Chem Lett,2016,None,
CHEMBL4791784,,0,467.52,0,2.87,l0g,COc1cc(/C=C2/C(=O)Nc3ccc(NC(=O)CCN4CCOCC4)cc32)cc(OC)c1OC,IC50,'=',24110,nM,4.62,,,UO_0000065,9.88,0.19,1.75,4.69,0,CHEMBL4727519,Inhibition of PAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4725314,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4784170,,0,423.47,0,2.55,10c,COc1cc(/C=C2/C(=O)Nc3ccc(NC(=O)CCN4CCOCC4)cc32)ccc1O,IC50,'=',10780,nM,4.97,,,UO_0000065,11.73,0.22,2.42,4.96,0,CHEMBL4727519,Inhibition of PAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4725314,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4784979,,0,490.01,0,4.41,30q,Cc1cccn(-c2ccc(-c3ccc4c(C(=O)NCC5CCN(C)CC5)n[nH]c4c3)c(Cl)c2)c1=O,IC50,'=',22,nM,7.66,,,UO_0000065,15.63,0.3,3.25,9.22,0,CHEMBL4709468,Inhibition of full length recombinant human N-terminal GST/His6-tagged PAK1 expressed in sf9 insect cells using tetra LRRWSLG as substrate preincubated for 20 min followed by [gamma33P]ATP addition and measured after 120 mins by Hotspot assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4706541,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 2.333 hr
CHEMBL4764341,,0,468.94,1,5.27,30j,Cc1cccn(-c2ccc(-c3ccc4c(C(=O)NCc5ccccc5)n[nH]c4c3)c(Cl)c2)c1=O,IC50,'=',92,nM,7.04,,,UO_0000065,15,0.28,1.77,8.82,0,CHEMBL4709468,Inhibition of full length recombinant human N-terminal GST/His6-tagged PAK1 expressed in sf9 insect cells using tetra LRRWSLG as substrate preincubated for 20 min followed by [gamma33P]ATP addition and measured after 120 mins by Hotspot assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4706541,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 2.333 hr
CHEMBL4748736,,0,285.73,0,3.24,6,CNC(=O)c1n[nH]c2cc(-c3ccccc3Cl)ccc12,IC50,'=',5000,nM,5.3,,,UO_0000065,18.55,0.36,2.06,9.17,0,CHEMBL4709507,Inhibition of PAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4706541,1,Scientific Literature,Eur J Med Chem,2020,None,
CHEMBL4550702,,0,406.39,0,3.15,9,Cn1cc(-c2cnc3c(-c4csc(C(=O)NCC(F)(F)F)c4)cnn3c2)cn1,IC50,'=',6200,nM,5.21,,,UO_0000065,12.81,0.25,2.06,6.75,0,CHEMBL4479760,Inhibition of full-length recombinant human GST-tagged PAK1 expressed in baculovirus expression system by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4477252,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,
CHEMBL3896232,,0,542.68,1,3.78,12,CCS(=O)(=O)c1cc(Nc2ncc(F)c(N(C)c3cc(CO)c(C)cc3C)n2)ccc1N1CCN(C)CC1,IC50,'=',0.45,nM,9.35,,,UO_0000065,17.22,0.34,5.57,9.17,0,CHEMBL3865529,Inhibition of PAK1 (unknown origin) by ATP-kinaseGlo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864184,1,Scientific Literature,ACS Med Chem Lett,2016,None,
CHEMBL3609372,,0,479.93,1,5.06,3,CC(C)NC(=O)N1CC[C@H](NC2=Nc3cc(F)ccc3N(CC(F)F)c3ccc(Cl)cc32)C1,IC50,'=',5.2,nM,8.28,,,UO_0000065,17.26,0.34,3.22,13.81,0,CHEMBL3610932,Inhibition of wild type dephosphorylated form of PAK1 (249 to 545) (unknown origin) expressed in Escherichia coli using 5-Fluo-Ahx-AKRRRLSSLRA-COOH as substrate preincubated for 60 mins followed by substrate addition measured after 60 mins by Caliper assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3608218,1,Scientific Literature,ACS Med. Chem. Lett.,2015,None,
CHEMBL2403061,,0,491.98,0,3.55,7,COc1cc(Nc2ncc(Cl)c(-c3cccc(C(=O)NCC#N)c3)n2)ccc1N1CCN(C)CC1,IC50,'=',2140,nM,5.67,,,UO_0000065,11.52,0.22,2.12,5.33,0,CHEMBL2404585,Inhibition of human recombinant PAK1 using MBP as substrate by scintillation counting analysis in presence of [gamma-32P]ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2401639,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,None,
